Team _1,Team_2,Venue,Toss_Won,Elected,Winner,TOss1
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Kingsmaid(Durban),1,1,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Sardar Patel(Ahmedabad),1,1,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,DR PY Patil(Mumbai),1,0,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),1,1,Rajasthan Royals,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Sardar Patel(Ahmedabad),1,1,Rajasthan Royals,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),1,1,Rajasthan Royals,Mumbai Indians
Punjab Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Punjab Kings
Punjab Kings,Rajasthan Royals,PCA(Mohali),1,0,Rajasthan Royals,Punjab Kings
Punjab Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Punjab Kings
Punjab Kings,Rajasthan Royals,Kingsmaid(Durban),1,0,Rajasthan Royals,Punjab Kings
Punjab Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Punjab Kings
Chennai Super Kings,Rajasthan Royals,Sharjah Stadium,1,0,Rajasthan Royals,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),1,1,Rajasthan Royals,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Sardar Patel(Ahmedabad),1,1,Rajasthan Royals,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Chennai Super Kings
Delhi Capitals,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Brabourne(Mumbai),1,0,Rajasthan Royals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Sardar Patel(Ahmedabad),1,0,Rajasthan Royals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Centruion Park,1,1,Rajasthan Royals,Delhi Capitals
Royal Challengers Banglore,Rajasthan Royals,M Chinnaswammy(Banglore),1,0,Rajasthan Royals,Royal Challengers Banglore
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Royal Challengers Banglore
Sunrises Hyderabad,Rajasthan Royals,Dubai Sports(Dubai),1,1,Rajasthan Royals,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Feroz Shah(Delhi),1,1,Rajasthan Royals,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Rajasthan Royals,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Feroz Shah(Delhi),1,0,Rajasthan Royals,Sunrises Hyderabad
Kolkata Night Riders,Rajasthan Royals,Rajiv Gandhi(Hyderabad),1,1,Rajasthan Royals,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Sardar Patel(Ahmedabad),1,0,Rajasthan Royals,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Rajasthan Royals,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Newsland(Capetown),1,0,Rajasthan Royals,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Rajiv Gandhi(Hyderabad),2,1,Rajasthan Royals,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Sardar Patel(Ahmedabad),2,0,Rajasthan Royals,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Kolkata Night Riders
Rajasthan Royals,Kolkata Night Riders,Newsland(Capetown),2,0,Rajasthan Royals,Kolkata Night Riders
Rajasthan Royals,Sunrises Hyderabad,Dubai Sports(Dubai),2,1,Rajasthan Royals,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Feroz Shah(Delhi),2,1,Rajasthan Royals,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Feroz Shah(Delhi),2,0,Rajasthan Royals,Sunrises Hyderabad
Rajasthan Royals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Rajasthan Royals,Royal Challengers Banglore
Rajasthan Royals,Royal Challengers Banglore,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Royal Challengers Banglore
Rajasthan Royals,Delhi Capitals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Brabourne(Mumbai),2,0,Rajasthan Royals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Sardar Patel(Ahmedabad),2,0,Rajasthan Royals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Centruion Park,2,1,Rajasthan Royals,Delhi Capitals
Rajasthan Royals,Punjab Kings,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Punjab Kings
Rajasthan Royals,Punjab Kings,PCA(Mohali),2,0,Rajasthan Royals,Punjab Kings
Rajasthan Royals,Punjab Kings,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Punjab Kings
Rajasthan Royals,Punjab Kings,Kingsmaid(Durban),2,0,Rajasthan Royals,Punjab Kings
Rajasthan Royals,Punjab Kings,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Punjab Kings
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium(Dubai),2,1,Rajasthan Royals,Mumbai Indians
Rajasthan Royals,Mumbai Indians,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Mumbai Indians
Rajasthan Royals,Mumbai Indians,Sardar Patel(Ahmedabad),2,1,Rajasthan Royals,Mumbai Indians
Rajasthan Royals,Mumbai Indians,Wankhede(Mumbai),2,1,Rajasthan Royals,Mumbai Indians
Rajasthan Royals,Chennai Super Kings,Sharjah Stadium,2,0,Rajasthan Royals,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,Sheikh Zayed Stadium(Dubai),2,1,Rajasthan Royals,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,Sardar Patel(Ahmedabad),2,1,Rajasthan Royals,Chennai Super Kings
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Chennai Super Kings
Mumbai Indians,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),2,0,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Wankhede(Mumbai),2,0,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Kingsmaid(Durban),2,1,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,Sharjah Stadium,2,0,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),2,0,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,PCA(Mohali),2,0,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,PCA(Mohali),2,1,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Sardar Patel(Ahmedabad),2,1,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,DR PY Patil(Mumbai),2,0,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,MA Chidambaram(Chennai),2,1,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),2,0,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),2,0,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),2,1,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Wankhede(Mumbai),2,0,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),2,0,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,M Chinnaswammy(Banglore),2,1,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,M Chinnaswammy(Banglore),2,1,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,M Chinnaswammy(Banglore),2,0,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Centruion Park,2,0,Rajasthan Royals,Rajasthan Royals
Sunrises Hyderabad,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Rajasthan Royals,Rajasthan Royals
Sunrises Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),2,0,Rajasthan Royals,Rajasthan Royals
Sunrises Hyderabad,Rajasthan Royals,Andhra Cricket(Vishakapatnam),2,0,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Wankhede(Mumbai),2,0,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),2,0,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Brabourne(Mumbai),2,1,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),2,1,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Sardar Patel(Ahmedabad),2,1,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Rajasthan Royals,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),2,0,Rajasthan Royals,Rajasthan Royals
Royal Challengers Banglore,Chennai Super Kings,Dubai Sports(Dubai),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,MA Chidambaram(Chennai),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Chennai Super Kings,New Wanders(Johannesburg),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,MA Chidambaram(Chennai),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Sharjah Stadium,1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Centruion Park,1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,MA Chidambaram(Chennai),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,Wankhede(Mumbai),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,Wankhede(Mumbai),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Mumbai Indians,Dubai Sports(Dubai),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Punjab Kings,PCA(Mohali),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Punjab Kings,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Punjab Kings,Holkar(Indore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Punjab Kings,PCA(Mohali),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Punjab Kings,Kingsmaid(Durban),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Shaheed Veer(Rajpur),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Sharjah Stadium,1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Rajasthan Royals,Subrata(Gahunje),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Rajasthan Royals,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Rajasthan Royals,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Royal Challengers Banglore,Royal Challengers Banglore
Royal Challengers Banglore,Rajasthan Royals,Newsland(Capetown),1,1,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),1,0,Royal Challengers Banglore,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),1,1,Royal Challengers Banglore,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),1,0,Royal Challengers Banglore,Mumbai Indians
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Mumbai Indians
Punjab Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Punjab Kings
Punjab Kings,Royal Challengers Banglore,PCA(Mohali),1,0,Royal Challengers Banglore,Punjab Kings
Punjab Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Punjab Kings
Punjab Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Punjab Kings
Punjab Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Punjab Kings
Punjab Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,1,Royal Challengers Banglore,Punjab Kings
Punjab Kings,Royal Challengers Banglore,PCA(Mohali),1,1,Royal Challengers Banglore,Punjab Kings
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,Heavy Engineering(Kolkata),1,1,Royal Challengers Banglore,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Chennai Super Kings
Chennai Super Kings,Royal Challengers Banglore,Kingsmaid(Durban),1,1,Royal Challengers Banglore,Chennai Super Kings
Delhi Capitals,Royal Challengers Banglore,Narender Modi(Ahemabad),1,0,Royal Challengers Banglore,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),1,0,Royal Challengers Banglore,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),1,0,Royal Challengers Banglore,Delhi Capitals
Delhi Capitals,Royal Challengers Banglore,New Wanders(Johannesburg),1,1,Royal Challengers Banglore,Delhi Capitals
Sunrises Hyderabad,Royal Challengers Banglore,MA Chidambaram(Chennai),1,0,Royal Challengers Banglore,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,Dubai Sports(Dubai),1,0,Royal Challengers Banglore,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Royal Challengers Banglore,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,1,Royal Challengers Banglore,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),1,1,Royal Challengers Banglore,Sunrises Hyderabad
Rajasthan Royals,Royal Challengers Banglore,Sheikh Zayed Stadium(Dubai),1,1,Royal Challengers Banglore,Rajasthan Royals
Rajasthan Royals,Royal Challengers Banglore,Dubai Sports(Dubai),1,1,Royal Challengers Banglore,Rajasthan Royals
Rajasthan Royals,Royal Challengers Banglore,Sardar Patel(Ahmedabad),1,0,Royal Challengers Banglore,Rajasthan Royals
Rajasthan Royals,Royal Challengers Banglore,Sawai Mansingh(Jaipur),1,0,Royal Challengers Banglore,Rajasthan Royals
Rajasthan Royals,Royal Challengers Banglore,Sawai Mansingh(Jaipur),1,1,Royal Challengers Banglore,Rajasthan Royals
Kolkata Night Riders,Royal Challengers Banglore,Sheikh Zayed Stadium(Dubai),1,1,Royal Challengers Banglore,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),1,0,Royal Challengers Banglore,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Kingsmaid(Durban),1,1,Royal Challengers Banglore,Kolkata Night Riders
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,Heavy Engineering(Kolkata),2,1,Royal Challengers Banglore,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Chennai Super Kings
Royal Challengers Banglore,Chennai Super Kings,Kingsmaid(Durban),2,1,Royal Challengers Banglore,Chennai Super Kings
Royal Challengers Banglore,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),2,1,Royal Challengers Banglore,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),2,0,Royal Challengers Banglore,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Kingsmaid(Durban),2,1,Royal Challengers Banglore,Kolkata Night Riders
Royal Challengers Banglore,Mumbai Indians,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Mumbai Indians
Royal Challengers Banglore,Mumbai Indians,Wankhede(Mumbai),2,1,Royal Challengers Banglore,Mumbai Indians
Royal Challengers Banglore,Mumbai Indians,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Mumbai Indians
Royal Challengers Banglore,Mumbai Indians,MA Chidambaram(Chennai),2,0,Royal Challengers Banglore,Mumbai Indians
Royal Challengers Banglore,Mumbai Indians,Brabourne(Mumbai),2,1,Royal Challengers Banglore,Mumbai Indians
Royal Challengers Banglore,Mumbai Indians,New Wanders(Johannesburg),2,1,Royal Challengers Banglore,Mumbai Indians
Royal Challengers Banglore,Punjab Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Punjab Kings,PCA(Mohali),2,0,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Punjab Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Punjab Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Punjab Kings,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Punjab Kings,M Chinnaswammy(Banglore),2,1,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Punjab Kings,PCA(Mohali),2,1,Royal Challengers Banglore,Punjab Kings
Royal Challengers Banglore,Delhi Capitals,Narender Modi(Ahemabad),2,0,Royal Challengers Banglore,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),2,0,Royal Challengers Banglore,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),2,0,Royal Challengers Banglore,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,New Wanders(Johannesburg),2,1,Royal Challengers Banglore,Delhi Capitals
Royal Challengers Banglore,Sunrises Hyderabad,MA Chidambaram(Chennai),2,0,Royal Challengers Banglore,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,Dubai Sports(Dubai),2,0,Royal Challengers Banglore,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),2,1,Royal Challengers Banglore,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Royal Challengers Banglore,Sunrises Hyderabad
Royal Challengers Banglore,Rajasthan Royals,Sheikh Zayed Stadium(Dubai),2,1,Royal Challengers Banglore,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Dubai Sports(Dubai),2,1,Royal Challengers Banglore,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sardar Patel(Ahmedabad),2,0,Royal Challengers Banglore,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),2,0,Royal Challengers Banglore,Rajasthan Royals
Royal Challengers Banglore,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Royal Challengers Banglore,Rajasthan Royals
Mumbai Indians,Royal Challengers Banglore,Sheikh Zayed Stadium(Dubai),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),2,0,Royal Challengers Banglore,Royal Challengers Banglore
